"","MM","GS","group"
"LIG1",0.74599585778076,0.121606145971483,FALSE
"LIN9",0.709602820715595,0.192747475857992,TRUE
"LINC.ROR",0.39307923559146,0.0187768150192444,FALSE
"LINC00205",0.480336265126165,0.10420946121973,FALSE
"LINC00324",0.397625491322466,0.215451321267667,FALSE
"LINC00501",0.380106134555373,0.162972189544011,FALSE
"LINC00628",0.522419513969462,0.138508825528556,FALSE
"LINC00664",0.409524771152389,0.120266451962246,FALSE
"LINC01224",0.615250571579863,0.0861974024744498,FALSE
"LINC01252",0.445458824942904,0.10790913390047,FALSE
"LINC01572",0.475094117452188,0.116281746664203,FALSE
"LINC01775",0.468944250222451,0.0936368437049829,FALSE
"LINC01876",0.39652345353743,0.0564075223796853,FALSE
"LINC01877",0.374150731877692,0.0939241386992966,FALSE
"LINC01985",0.457763809622944,0.168757964789461,FALSE
"LINC02323",0.393989818769319,0.0326370062985597,FALSE
"LINC02367",0.45006997112738,0.0506401041315421,FALSE
"LINC03040",0.456601167255401,0.23933974704491,FALSE
"LMF1",0.519966357088852,0.103056688424731,FALSE
"LMNB1",0.887957093303916,0.157568318789041,TRUE
"LMNB2",0.681702450446733,0.201691007471961,TRUE
"LOC100288637",0.793905814226605,0.157168208366283,TRUE
"LOC101927609",0.394900387630673,0.0798186471676299,FALSE
"LOC101927687",0.345055475045222,0.0796423048417999,FALSE
"LOC101927793",0.425870184447393,0.0854247628357029,FALSE
"LOC101929004",0.376837677778718,0.0422316807182038,FALSE
"LOC102723701",0.647998677239175,0.114586521643533,FALSE
